Etext Number,Type,Issued,Title,Language,LoCC,Authors,Opium Keywords,Genres,Themes
5755,Text,2004-05-01,"The Fool Errant
Being the Memoirs of Francis-Anthony Strelley, Esq., Citizen of Lucca",en,PR,"Hewlett, Maurice",['heroin'],"['Fiction', 'Literature', 'History']",[]
5756,Text,2004-05-01,The Guest of Quesnay,en,PS,"Tarkington, Booth","['poppy', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Painters', 'Social life and customs', 'Americans']"
5757,Text,2004-05-01,The Maid of Maiden Lane,en,PS,"Barr, Amelia E.",['heroin'],"['Fiction', 'Historical Fiction', 'Literature', 'History']","['1775-1865', 'Love stories', 'New York (N.Y.)']"
5769,Text,2004-06-24,The Shagganappi,en,PS,"Johnson, E. Pauline",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Indians of North America']
5773,Text,2004-05-01,Annals of a Quiet Neighbourhood,en,PR,"MacDonald, George",['poppy'],"['Fiction', 'Literature']","['Vicars, Parochial', 'England', 'Country life']"
5776,Text,2004-05-01,100%: the Story of a Patriot,en,PS,"Sinclair, Upton","['black smoke', 'opium']","['Fiction', 'Literature', 'History']","['20th century', 'Agents provocateurs', 'Bombings', 'Patriotism', 'Industrial Workers of the World', 'Communists', 'American fiction']"
5777,Text,2004-05-01,Life's Handicap: Being Stories of Mine Own People,en,PR,"Kipling, Rudyard","['opium', 'poppy']","['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['Short stories, English', 'Social life and customs', 'British occupation, 1765-1947']"
5784,Text,2004-06-18,A Tramp Abroad — Volume 03,en,PS,"Twain, Mark",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Humour', 'Travel & Geography']","['Walking', 'Humorous stories', 'Europe', 'Americans']"
5785,Text,2004-06-18,A Tramp Abroad — Volume 04,en,PS,"Twain, Mark",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Humour', 'Travel & Geography']","['Walking', 'Humorous stories', 'Europe', 'Americans']"
5787,Text,2004-06-18,A Tramp Abroad — Volume 06,en,PS,"Twain, Mark",['paregoric'],"['Travel & Geography', 'Humour', 'Fiction', 'Culture/Civilization/Society']","['Walking', 'Humorous stories', 'Europe', 'Americans']"
5794,Text,2004-05-01,Rosa Alchemica,en,PR,"Yeats, W. B. (William Butler)",['poppy'],"['Fiction', 'Literature']",['Alchemists']
5795,Text,2004-05-01,The Secret Rose,en,PR,"Yeats, W. B. (William Butler)",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Science-Fiction & Fantasy']","['Mythology, Celtic', 'Ireland', 'Social life and customs', 'Fantasy fiction']"
5803,Text,2004-06-01,Not that it Matters,en,PR,"Milne, A. A. (Alan Alexander)","['opium', 'heroin']","['Humour', 'Humor', 'Literature']",['English essays']
5805,Text,2004-06-01,The League of the Scarlet Pimpernel,en,PR,"Orczy, Emmuska Orczy, Baroness",['heroin'],"['History', 'Fiction', 'Adventure', 'Literature', 'Movie Books']","['British', 'Blakeney, Percy, Sir (Fictitious character)', 'Adventure stories', 'Revolution, 1789-1799']"
5806,Text,2004-06-01,The Pot Boiler: A Comedy in Four Acts,en,PS,"Sinclair, Upton",['heroin'],"['Fiction', 'Humour', 'Literature']",['Comedy plays']
5807,Text,2004-06-01,Sylvia's Marriage: A Novel,en,PS,"Sinclair, Upton",['heroin'],"['Fiction', 'Literature']",['Marriage']
5817,Text,2004-06-01,"The Clockmaker — or, the Sayings and Doings of Samuel Slick, of Slickville",en,PS,"Haliburton, Thomas Chandler",['opium'],"['Canada', 'Literature', 'Culture/Civilization/Society', 'Fiction']","['Slick, Sam (Fictitious character)']"
5818,Text,2004-06-20,"The Gilded Age, Part 1.",en,PS,"Twain, Mark ; Warner, Charles Dudley",['black smoke'],"['Fiction', 'Humour', 'Literature', 'Politics']","['Legislators', 'Businessmen', 'Washington (D.C.)', 'Political fiction', 'Speculation', 'Political corruption', 'Satire']"
5819,Text,2004-06-20,"The Gilded Age, Part 2.",en,PS,"Twain, Mark ; Warner, Charles Dudley",['heroin'],"['Fiction', 'Humour', 'Literature', 'Politics']","['Legislators', 'Businessmen', 'Washington (D.C.)', 'Political fiction', 'Speculation', 'Political corruption', 'Satire']"
5821,Text,2004-06-20,"The Gilded Age, Part 4.",en,PS,"Twain, Mark ; Warner, Charles Dudley",['heroin'],"['Fiction', 'Humour', 'Literature', 'Politics']","['Legislators', 'Businessmen', 'Washington (D.C.)', 'Political fiction', 'Speculation', 'Political corruption', 'Satire']"
5823,Text,2004-06-20,"The Gilded Age, Part 6.",en,PS,"Twain, Mark ; Warner, Charles Dudley",['heroin'],"['Fiction', 'Literature', 'Politics']","['Legislators', 'Businessmen', 'Washington (D.C.)', 'Political fiction', 'Speculation', 'Political corruption', 'Satire']"
5824,Text,2004-06-20,"The Gilded Age, Part 7.",en,PS,"Twain, Mark ; Warner, Charles Dudley",['heroin'],"['Fiction', 'Humour', 'Literature', 'Politics']","['Legislators', 'Businessmen', 'Washington (D.C.)', 'Political fiction', 'Speculation', 'Political corruption', 'Satire']"
5826,Text,2004-06-01,The Diary and Letters of Madame D'Arblay — Volume 1,en,PR,"Burney, Fanny","['opium', 'narcotic', 'heroin']","['Literature', 'History', 'Biographies']","['Court and courtiers', 'Great Britain', '18th century', 'Novelists, English', 'Diaries', 'Correspondence', 'Burney, Fanny, 1752-1840', '19th century']"
5829,Text,2004-06-01,The Moneychangers,en,PS,"Sinclair, Upton",['black smoke'],"['Fiction', 'Economics', 'Literature', 'Culture/Civilization/Society']","['Capitalists and financiers', 'Wall Street (New York, N.Y.)', 'Young women', 'Financial crises', 'Socialites', 'Speculation', 'Didactic fiction', 'Rich people', 'New York (N.Y.)']"
5832,Text,2004-06-01,Recalled to Life,en,PR,"Allen, Grant",['heroin'],"['Fiction', 'Literature', 'Crime/Mystery']",['Crime']
5837,Text,2004-06-26,"Sketches New and Old, Part 2.",en,PS,"Twain, Mark",['laudanum'],"['Fiction', 'Humour', 'Literature', 'Culture/Civilization/Society']","['Humorous stories, American', 'Social life and customs']"
5839,Text,2004-06-26,"Sketches New and Old, Part 4.",en,PS,"Twain, Mark",['heroin'],"['Fiction', 'Humour', 'Literature', 'Culture/Civilization/Society']","['Humorous stories, American', 'Social life and customs']"
5843,Text,2004-06-01,"The Young Step-Mother; Or, A Chronicle of Mistakes",en,PR,"Yonge, Charlotte M. (Charlotte Mary)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Domestic fiction', 'Social life and customs', 'England', 'Stepmothers']"
5871,Text,2004-06-01,Green Fancy,en,PS,"McCutcheon, George Barr",['heroin'],"['Fiction', 'Literature', 'History']","['Adventure stories', 'World War, 1914-1918']"
5896,Text,2004-06-01,Her Weight in Gold,en,PS,"McCutcheon, George Barr",['heroin'],"['Fiction', 'Literature']",[]
5897,Text,2004-06-01,Castle Richmond,en,PR,"Trollope, Anthony","['laudanum', 'heroin']","['History', 'Fiction', 'Literature', 'Culture/Civilization/Society', 'Historical Fiction']","['Great Britain', 'Love stories', 'Ireland', 'Social classes']"
5898,Text,2006-04-22,Jess,en,PR,"Haggard, H. Rider (Henry Rider)",['heroin'],"['Fiction', 'Literature', 'Travel & Geography']","['Transvaal (South Africa)', 'Adventure stories']"
5949,Text,2004-06-01,Beasley's Christmas Party,en,PS,"Tarkington, Booth",['heroin'],"['Fiction', 'Literature']",['Christmas stories']
5950,Text,2004-06-01,The Fortunes of Nigel,en,PR,"Scott, Walter",['heroin'],"['Fiction', 'Historical Fiction', 'Literature', 'History']","['James I, King of England, 1566-1625', 'Great Britain', '17th century', 'London (England)', 'England', 'Scots', 'James I, 1603-1625']"
5951,Text,2004-06-01,Reno — a Book of Short Stories and Information,en,F786; HQ; PS,"Stratton, Lilyan","['poppy', 'heroin']","['Fiction', 'Culture/Civilization/Society', 'History']","['Reno (Nev.)', 'Divorce', 'Nevada']"
5959,Text,2004-06-01,Peveril of the Peak,en,PR,"Scott, Walter","['soporific', 'nepenthe', 'narcotic', 'heroin']","['Fiction', 'Historical Fiction', 'Literature', 'History']","['Great Britain', 'Charles II, 1660-1685']"
5963,Text,2004-06-01,Mr. Bingle,en,PS,"McCutcheon, George Barr",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Dickens, Charles, 1812-1870. Christmas carol', 'Christmas stories', 'New York (N.Y.)']"
5964,Text,2004-06-01,Love's Pilgrimage: A Novel,en,PS,"Sinclair, Upton","['black smoke', 'opium', 'heroin']","['Fiction', 'Literature']",['Autobiographical fiction']
5965,Text,2004-06-01,The Devolutionist and the Emancipatrix,en,PS,"Flint, Homer Eon",['poppy'],"['Fiction', 'Science Fiction', 'Literature', 'Science-Fiction & Fantasy']",['Life on other planets']
5971,Text,2004-06-01,Jane Cable,en,PS,"McCutcheon, George Barr",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Bestsellers, American, 1895-1923']","['Love stories', 'Chicago (Ill.)']"
5972,Text,2004-06-01,A Fascinating Traitor: An Anglo-Indian Story,en,PS,"Savage, Richard","['black smoke', 'opium']","['Fiction', 'Literature']",[]
5973,Text,2004-06-01,"Thomas Wingfold, Curate V1",en,PR,"MacDonald, George",['heroin'],"['Fiction', 'Literature', 'Religion/Spirituality/Paranormal']","['Christian fiction', 'Wingfold, Thomas (Fictitious character)']"
5974,Text,2004-06-01,"Thomas Wingfold, Curate V2",en,PR,"MacDonald, George","['narcotic', 'anodyne']","['Fiction', 'Literature', 'Religion/Spirituality/Paranormal']","['Christian fiction', 'Wingfold, Thomas (Fictitious character)']"
5976,Text,2004-06-01,"Thomas Wingfold, Curate",en,PR,"MacDonald, George","['narcotic', 'heroin', 'anodyne']","['Fiction', 'Literature', 'Religion/Spirituality/Paranormal']","['Christian fiction', 'Wingfold, Thomas (Fictitious character)']"
5978,Text,2004-06-01,An Autobiography of Anthony Trollope,en,PR,"Trollope, Anthony",['heroin'],"['Literature', 'Biographies']","['Biography', 'Novelists, English', 'Trollope, Anthony, 1815-1882', '19th century']"
5980,Text,2006-06-06,Kent Knowles: Quahaug,en,PS,"Lincoln, Joseph Crosby",['heroin'],"['Fiction', 'Literature', 'Travel & Geography']","['Europe', 'Cape Cod (Mass.)', 'Americans']"
5991,Text,2004-06-01,The Solitary Summer,en,PR,"Von Arnim, Elizabeth","['opium', 'soporific', 'poppy', 'heroin']","['Fiction', 'Nature/Gardening/Animals', 'Literature']","['Women gardeners', 'Gardening', 'Pastoral fiction', 'Autobiographical fiction']"
5998,Text,2004-08-19,"Waverley; Or, 'Tis Sixty Years Since",en,PR,"Scott, Walter",['heroin'],"['Fiction', 'Historical Fiction', 'Literature', 'History']","['Jacobite Rebellion, 1745-1746']"
5999,Text,2004-08-19,"Guy Mannering; or, The Astrologer — Complete",en,PR,"Scott, Walter","['laudanum', 'heroin']","['History', 'Harvard Classics', 'Fiction', 'Literature', 'Culture/Civilization/Society', 'Historical Fiction']","['Disinheritance', 'Scotland', 'Inheritance and succession', 'Astrologers']"
6002,Text,2004-07-01,Little Miss By-The-Day,en,PS,"Van Slyke, Lucille",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Young women', 'Brooklyn (New York, N.Y.)']"
6005,Text,2004-07-01,Celibates,en,PR,"Moore, George",['heroin'],"['Fiction', 'Literature']",[]
6007,Text,2004-07-01,The Two Sides of the Shield,en,PR,"Yonge, Charlotte M. (Charlotte Mary)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Domestic fiction', 'Social life and customs', '19th century', 'England']"
6008,Text,2004-07-01,The Midnight Passenger : A Novel,en,PS,"Savage, Richard","['black smoke', 'opium', 'narcotic']","['Fiction', 'Literature', 'History']","['19th century', 'American fiction']"
6011,Text,2004-07-01,The Little Lady of Lagunitas: A Franco-Californian Romance,en,PS,"Savage, Richard","['opium', 'heroin']","['Fiction', 'Literature', 'Travel & Geography']",['California']
6012,Text,2004-07-01,"Charlemont; Or, The Pride of the Village. a Tale of Kentucky",en,PS,"Simms, William Gilmore",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Kentucky']
6014,Text,2004-07-01,West Wind Drift,en,PS,"McCutcheon, George Barr","['poppy', 'heroin']","['Fiction', 'Literature']",['Shipwrecks']
6016,Text,2004-07-01,"Roast Beef, Medium: The Business Adventures of Emma McChesney",en,PS,"Ferber, Edna",['heroin'],"['Fiction', 'Business/Management', 'Culture/Civilization/Society', 'Literature']","['Women sales personnel', 'Businesswomen', 'McChesney, Emma (Fictitious character)', 'Adventure stories, American', 'Traveling sales personnel', 'Mothers and sons']"
6017,Text,2004-07-01,The Silver Horde,en,PS,"Beach, Rex","['opium', 'anodyne']","['Fiction', 'Literature', 'Travel & Geography', 'Movie Books', 'Bestsellers, American, 1895-1923']",['Alaska']
6020,Text,2004-07-01,Cappy Ricks Retires: But That Doesn't Keep Him from Coming Back Stronger Than Ever,en,PS,"Kyne, Peter B. (Peter Bernard)",['nepenthe'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Lumber trade', 'Pacific Coast (U.S.)', 'Shipping companies (Marine transportation)', 'San Francisco (Calif.)']"
6021,Text,2004-07-01,A Prisoner in Fairyland (The Book That 'Uncle Paul' Wrote),en,PR,"Blackwood, Algernon",['heroin'],"['Fiction', 'Literature', 'Science-Fiction & Fantasy']","['Magic', 'Voyages and travels']"
6028,Text,2004-07-01,Opening a Chestnut Burr,en,PS,"Roe, Edward Payson",['heroin'],"['Fiction', 'Literature']",[]
6029,Text,2004-07-01,Spring Days,en,PR,"Moore, George",['anodyne'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Sisters', 'Fathers and daughters', 'England']"
6037,Text,2004-07-01,The One Woman: A Story of Modern Utopia,en,PS,"Dixon, Thomas, Jr.","['opium', 'poppy']","['Fiction', 'Literature', 'Culture/Civilization/Society', 'Bestsellers, American, 1895-1923']","['Utopias', 'Utopian fiction']"
6039,Text,2004-07-01,Stories by English Authors: England,en,PR,,['heroin'],"['Fiction', 'Literature', 'Short Stories']","['Short stories, English', '19th century', 'England', 'English fiction']"
6040,Text,2004-07-01,Stories by English Authors: Ireland,en,PR,,['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Short Stories']","['Short stories, English', 'Ireland', '19th century', 'English fiction']"
6042,Text,2004-07-01,The Diary and Letters of Madame D'Arblay — Volume 2,en,PR,"Burney, Fanny","['opium', 'heroin']","['Literature', 'History', 'Biographies']","['Court and courtiers', 'Great Britain', '18th century', 'Novelists, English', 'Diaries', 'Correspondence', 'Burney, Fanny, 1752-1840', '19th century']"
6044,Text,2004-07-01,Quill's Window,en,PS,"McCutcheon, George Barr",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Indiana', 'Triangles (Interpersonal relations)']"
6045,Text,2004-07-01,The Hollow of Her Hand,en,PS,"McCutcheon, George Barr",['heroin'],"['Fiction', 'Crime/Mystery', 'Culture/Civilization/Society', 'Literature']","['Social life and customs', 'Murder', 'New York (N.Y.)']"
6051,Text,2006-04-22,Stella Fregelius: A Tale of Three Destinies,en,PR,"Haggard, H. Rider (Henry Rider)","['opium', 'heroin']","['Fiction', 'Literature', 'Science-Fiction & Fantasy']","['Spiritualism', 'Inventors', 'Triangles (Interpersonal relations)', 'Fantasy fiction']"
6053,Text,2004-07-01,"Evelina, Or, the History of a Young Lady's Entrance into the World",en,PR,"Burney, Fanny",['heroin'],"['Fiction', 'Humour', 'Literature', 'Culture/Civilization/Society']","['Humorous stories', 'Young women', 'Bildungsromans', 'Socialites', 'Love stories', 'Epistolary fiction', 'London (England)', 'Satire', 'Debutantes']"
6056,Text,2004-07-01,The Desired Woman,en,PS,"Harben, Will N. (Will Nathaniel)","['morphine', 'heroin']","['Fiction', 'Literature', 'Teaching & Education']","['Georgia', 'Teachers', 'Man-woman relationships', 'Bankers']"
6058,Text,2004-07-01,Bricks Without Straw: A Novel,en,PS,"Tourgée, Albion Winegar",['black smoke'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['African Americans', 'Reconstruction (U.S. history, 1865-1877)', 'Freed persons', 'Southern States']"
6059,Text,2004-07-01,"Confession; Or, The Blind Heart. A Domestic Story",en,PS,"Simms, William Gilmore",['anodyne'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Domestic fiction']
6065,Text,2004-07-01,The Perils of Pauline,en,PS,"Goddard, Charles","['opium', 'narcotic', 'morphine', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Young women', 'Inheritance and succession', 'Guardian and ward', 'Adventure stories', 'Man-woman relationships', 'Conduct of life']"
6066,Text,2004-07-01,King--of the Khyber Rifles: A Romance of Adventure,en,PR,"Mundy, Talbot",['anodyne'],"['Fiction', 'Adventure', 'Culture/Civilization/Society', 'History']","['British', 'War stories', 'Love stories', 'Sepoy Rebellion, 1857-1858']"
6070,Text,2004-07-01,The Unwilling Vestal,en,PS,"White, Edward Lucas",['heroin'],"['Literature', 'Culture/Civilization/Society', 'History']","['Empire, 30 B.C.-284 A.D.', 'Rome']"
6073,Text,2006-04-22,"Smith and the Pharaohs, and other Tales",en,PR,"Haggard, H. Rider (Henry Rider)","['heroin', 'anodyne']","['Fiction', 'Literature', 'Science-Fiction & Fantasy']","['Short stories, English', 'Fantasy fiction, English', 'Adventure stories, English']"
6075,Text,2004-07-01,Miss Gibbie Gault,en,PS,"Bosher, Kate Langley",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Gossip', 'Virginia', 'City and town life']"
6076,Text,2004-07-01,The Legends of San Francisco,en,PS,"Caldwell, George W. (George Walter)",['poppy'],"['Literature', 'Culture/Civilization/Society', 'History', 'Poetry']","['California', 'Legends', 'San Francisco', 'San Francisco (Calif.)']"
6081,Text,2004-07-01,Biographia Literaria,en,PR,"Coleridge, Samuel Taylor","['narcotic', 'heroin']","['Literature', 'Philosophy & Ethics', 'Poetry']","['Wordsworth, William, 1770-1850. Lyrical ballads', 'Aesthetics', 'Criticism']"
6090,Text,2004-07-01,What Can She Do?,en,PS,"Roe, Edward Payson","['laudanum', 'heroin']","['Fiction', 'Literature', 'Children & Young Adult Reading']",['Girls']
6091,Text,2004-07-01,Senator North,en,PS,"Atherton, Gertrude Franklin Horn",['heroin'],"['Fiction', 'Literature', 'Politics']","['Washington (D.C.)', 'Legislators', 'Political fiction']"
6095,Text,2004-07-01,Amelia — Volume 1,en,PR,"Fielding, Henry",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Domestic fiction', 'Didactic fiction', 'England', 'Married women']"
